"";"Subject";"Contingency";"Block";"Condition";"SoundID";"Correctness"
"48148";15;5;6;2;8;TRUE
"48151";15;5;6;2;1;TRUE
"48154";15;5;6;2;2;NA
"48174";15;5;7;2;7;NA
"48177";15;5;7;2;5;TRUE
"48180";15;5;7;2;6;TRUE
"48183";15;5;7;2;1;TRUE
"48186";15;5;7;2;8;TRUE
"48189";15;5;7;2;3;TRUE
"48210";15;6;1;1;3;TRUE
"48213";15;6;1;1;1;TRUE
"48225";15;6;1;1;4;TRUE
"48247";15;6;2;1;5;TRUE
"48253";15;6;2;1;2;NA
"48256";15;6;2;1;3;TRUE
"48259";15;6;2;1;8;FALSE
"48280";15;6;3;1;6;TRUE
"48283";15;6;3;1;2;TRUE
"48286";15;6;3;1;4;TRUE
"48289";15;6;3;1;1;NA
"48292";15;6;3;1;5;TRUE
"48295";15;6;3;1;7;FALSE
"48316";15;6;4;1;3;NA
"48319";15;6;4;1;7;TRUE
"48322";15;6;4;1;4;TRUE
"48325";15;6;4;1;8;TRUE
"48328";15;6;4;1;1;TRUE
"48331";15;6;4;1;2;TRUE
"48349";15;6;5;1;1;TRUE
"48352";15;6;5;1;6;TRUE
"48355";15;6;5;1;8;FALSE
"48358";15;6;5;1;5;TRUE
"48361";15;6;5;1;7;NA
"48364";15;6;5;1;2;TRUE
"48382";15;6;6;1;7;TRUE
"48385";15;6;6;1;4;TRUE
"48388";15;6;6;1;6;TRUE
"48391";15;6;6;1;8;TRUE
"48394";15;6;6;1;1;TRUE
"48397";15;6;6;1;2;TRUE
"48417";15;6;7;1;7;NA
"48420";15;6;7;1;5;TRUE
"48423";15;6;7;1;6;TRUE
"48426";15;6;7;1;1;TRUE
"48429";15;6;7;1;8;TRUE
"48432";15;6;7;1;3;TRUE
"48454";15;7;1;2;3;NA
"48457";15;7;1;2;1;TRUE
"48460";15;7;1;2;8;NA
"48463";15;7;1;2;7;FALSE
"48466";15;7;1;2;6;TRUE
"48487";15;7;2;2;6;FALSE
"48490";15;7;2;2;5;TRUE
"48493";15;7;2;2;7;NA
"48496";15;7;2;2;2;TRUE
"48499";15;7;2;2;3;FALSE
"48502";15;7;2;2;8;FALSE
"48520";15;7;3;2;6;TRUE
"48523";15;7;3;2;2;TRUE
"48526";15;7;3;2;4;TRUE
"48529";15;7;3;2;1;TRUE
"48532";15;7;3;2;5;TRUE
"48535";15;7;3;2;7;TRUE
"48555";15;7;4;2;3;FALSE
"48558";15;7;4;2;7;FALSE
"48561";15;7;4;2;4;TRUE
"48564";15;7;4;2;8;FALSE
"48567";15;7;4;2;1;TRUE
"48570";15;7;4;2;2;TRUE
"48589";15;7;5;2;1;TRUE
"48592";15;7;5;2;6;TRUE
"48595";15;7;5;2;8;TRUE
"48598";15;7;5;2;5;TRUE
"48601";15;7;5;2;7;TRUE
"48604";15;7;5;2;2;TRUE
"48624";15;7;6;2;7;TRUE
"48627";15;7;6;2;4;TRUE
"48630";15;7;6;2;6;TRUE
"48633";15;7;6;2;8;TRUE
"48636";15;7;6;2;1;TRUE
"48639";15;7;6;2;2;TRUE
"48660";15;7;7;2;7;FALSE
"48663";15;7;7;2;5;TRUE
"48666";15;7;7;2;6;TRUE
"48669";15;7;7;2;1;TRUE
"48672";15;7;7;2;8;TRUE
"48675";15;7;7;2;3;TRUE
"48685";15;8;1;1;3;NA
"48688";15;8;1;1;1;NA
"48691";15;8;1;1;8;NA
"48694";15;8;1;1;7;NA
"48697";15;8;1;1;6;NA
"48700";15;8;1;1;4;NA
"48716";15;8;1;1;3;NA
"48719";15;8;1;1;1;NA
"48722";15;8;1;1;8;TRUE
"48725";15;8;1;1;7;FALSE
"48728";15;8;1;1;6;NA
"48731";15;8;1;1;4;TRUE
"48750";15;8;2;1;6;TRUE
"48753";15;8;2;1;5;TRUE
"48756";15;8;2;1;7;NA
"48759";15;8;2;1;2;FALSE
"48762";15;8;2;1;3;TRUE
"48765";15;8;2;1;8;NA
"48785";15;8;3;1;6;FALSE
"48788";15;8;3;1;2;TRUE
"48791";15;8;3;1;4;FALSE
"48794";15;8;3;1;1;FALSE
"48797";15;8;3;1;5;TRUE
"48800";15;8;3;1;7;TRUE
"48821";15;8;4;1;3;FALSE
"48824";15;8;4;1;7;TRUE
"48827";15;8;4;1;4;TRUE
"48830";15;8;4;1;8;TRUE
"48833";15;8;4;1;1;FALSE
"48836";15;8;4;1;2;FALSE
"48855";15;8;5;1;1;FALSE
"48858";15;8;5;1;6;TRUE
"48861";15;8;5;1;8;TRUE
"48864";15;8;5;1;5;TRUE
"48867";15;8;5;1;7;TRUE
"48870";15;8;5;1;2;TRUE
"48888";15;8;6;1;7;TRUE
"48891";15;8;6;1;4;TRUE
"48894";15;8;6;1;6;TRUE
"48897";15;8;6;1;8;FALSE
"48900";15;8;6;1;1;FALSE
"48903";15;8;6;1;2;TRUE
"48922";15;8;7;1;7;TRUE
"48925";15;8;7;1;5;FALSE
"48928";15;8;7;1;6;TRUE
"48931";15;8;7;1;1;TRUE
"48934";15;8;7;1;8;TRUE
"48937";15;8;7;1;3;NA
"48956";15;9;1;2;3;FALSE
"48959";15;9;1;2;1;TRUE
"48962";15;9;1;2;8;TRUE
"48971";15;9;1;2;4;TRUE
"48990";15;9;2;2;6;TRUE
"48993";15;9;2;2;5;TRUE
"48996";15;9;2;2;7;TRUE
"48999";15;9;2;2;2;TRUE
"49002";15;9;2;2;3;TRUE
"49005";15;9;2;2;8;NA
"49024";15;9;3;2;6;TRUE
"49027";15;9;3;2;2;NA
"49030";15;9;3;2;4;TRUE
"49033";15;9;3;2;1;NA
"49036";15;9;3;2;5;TRUE
"49039";15;9;3;2;7;TRUE
"49058";15;9;4;2;3;TRUE
"49061";15;9;4;2;7;TRUE
"49064";15;9;4;2;4;TRUE
"49067";15;9;4;2;8;TRUE
"49070";15;9;4;2;1;TRUE
"49073";15;9;4;2;2;FALSE
"49094";15;9;5;2;1;TRUE
"49097";15;9;5;2;6;TRUE
"49100";15;9;5;2;8;TRUE
"49103";15;9;5;2;5;TRUE
"49106";15;9;5;2;7;TRUE
"49109";15;9;5;2;2;TRUE
"49129";15;9;6;2;7;TRUE
"49132";15;9;6;2;4;TRUE
"49135";15;9;6;2;6;TRUE
"49138";15;9;6;2;8;TRUE
"49141";15;9;6;2;1;TRUE
"49144";15;9;6;2;2;TRUE
"49162";15;9;7;2;7;TRUE
"49165";15;9;7;2;5;TRUE
"49168";15;9;7;2;6;FALSE
"49171";15;9;7;2;1;TRUE
"49174";15;9;7;2;8;TRUE
"49177";15;9;7;2;3;TRUE
"49197";15;10;1;1;3;TRUE
"49200";15;10;1;1;1;TRUE
"49203";15;10;1;1;8;FALSE
"49212";15;10;1;1;4;TRUE
"49232";15;10;2;1;6;TRUE
"49238";15;10;2;1;7;TRUE
"49241";15;10;2;1;2;TRUE
"49244";15;10;2;1;3;TRUE
"49247";15;10;2;1;8;TRUE
"49269";15;10;3;1;6;FALSE
"49272";15;10;3;1;2;TRUE
"49275";15;10;3;1;4;TRUE
"49278";15;10;3;1;1;FALSE
"49281";15;10;3;1;5;FALSE
"49284";15;10;3;1;7;NA
"49304";15;10;4;1;3;FALSE
"49307";15;10;4;1;7;NA
"49310";15;10;4;1;4;TRUE
"49313";15;10;4;1;8;TRUE
"49316";15;10;4;1;1;TRUE
"49319";15;10;4;1;2;TRUE
"49339";15;10;5;1;1;TRUE
"49342";15;10;5;1;6;TRUE
"49345";15;10;5;1;8;TRUE
"49348";15;10;5;1;5;TRUE
"49351";15;10;5;1;7;TRUE
"49354";15;10;5;1;2;FALSE
"49373";15;10;6;1;7;TRUE
"49376";15;10;6;1;4;TRUE
"49379";15;10;6;1;6;TRUE
"49382";15;10;6;1;8;NA
"49385";15;10;6;1;1;TRUE
"49388";15;10;6;1;2;TRUE
"49407";15;10;7;1;7;TRUE
"49410";15;10;7;1;5;FALSE
"49413";15;10;7;1;6;TRUE
"49416";15;10;7;1;1;FALSE
"49419";15;10;7;1;8;TRUE
"49422";15;10;7;1;3;TRUE
"49443";15;11;1;2;3;FALSE
"49446";15;11;1;2;1;TRUE
"49449";15;11;1;2;8;FALSE
"49452";15;11;1;2;7;FALSE
"49455";15;11;1;2;6;FALSE
"49458";15;11;1;2;4;TRUE
"49477";15;11;2;2;6;TRUE
"49480";15;11;2;2;5;TRUE
"49483";15;11;2;2;7;FALSE
"49486";15;11;2;2;2;FALSE
"49489";15;11;2;2;3;TRUE
"49492";15;11;2;2;8;TRUE
"49512";15;11;3;2;6;TRUE
"49515";15;11;3;2;2;TRUE
"49518";15;11;3;2;4;TRUE
"49521";15;11;3;2;1;TRUE
"49524";15;11;3;2;5;FALSE
"49527";15;11;3;2;7;TRUE
"49549";15;11;4;2;3;TRUE
"49552";15;11;4;2;7;TRUE
"49555";15;11;4;2;4;TRUE
"49558";15;11;4;2;8;TRUE
"49561";15;11;4;2;1;TRUE
"49564";15;11;4;2;2;TRUE
"49584";15;11;5;2;1;TRUE
"49587";15;11;5;2;6;TRUE
"49590";15;11;5;2;8;TRUE
"49593";15;11;5;2;5;TRUE
"49596";15;11;5;2;7;TRUE
"49599";15;11;5;2;2;TRUE
"49618";15;11;6;2;7;TRUE
"49621";15;11;6;2;4;TRUE
"49624";15;11;6;2;6;FALSE
"49627";15;11;6;2;8;TRUE
"49630";15;11;6;2;1;TRUE
"49633";15;11;6;2;2;FALSE
"49652";15;11;7;2;7;TRUE
"49655";15;11;7;2;5;TRUE
"49658";15;11;7;2;6;TRUE
"49661";15;11;7;2;1;TRUE
"49664";15;11;7;2;8;TRUE
"49667";15;11;7;2;3;TRUE
"49686";15;12;1;1;3;TRUE
"49689";15;12;1;1;1;NA
"49695";15;12;1;1;7;FALSE
"49701";15;12;1;1;4;NA
"49726";15;12;2;1;7;NA
"49729";15;12;2;1;2;TRUE
"49732";15;12;2;1;3;TRUE
"49735";15;12;2;1;8;NA
"49756";15;12;3;1;6;TRUE
"49759";15;12;3;1;2;TRUE
"49762";15;12;3;1;4;FALSE
"49765";15;12;3;1;1;TRUE
"49768";15;12;3;1;5;FALSE
"49771";15;12;3;1;7;FALSE
"49790";15;12;4;1;3;TRUE
"49793";15;12;4;1;7;TRUE
"49796";15;12;4;1;4;TRUE
"49799";15;12;4;1;8;TRUE
"49802";15;12;4;1;1;TRUE
"49805";15;12;4;1;2;TRUE
"49825";15;12;5;1;1;TRUE
"49828";15;12;5;1;6;FALSE
"49831";15;12;5;1;8;TRUE
"49834";15;12;5;1;5;TRUE
"49837";15;12;5;1;7;FALSE
"49840";15;12;5;1;2;TRUE
"49860";15;12;6;1;7;TRUE
"49863";15;12;6;1;4;TRUE
"49866";15;12;6;1;6;TRUE
"49869";15;12;6;1;8;FALSE
"49872";15;12;6;1;1;TRUE
"49875";15;12;6;1;2;TRUE
"49892";15;12;7;1;7;TRUE
"49895";15;12;7;1;5;FALSE
"49898";15;12;7;1;6;TRUE
"49901";15;12;7;1;1;TRUE
"49904";15;12;7;1;8;TRUE
"49907";15;12;7;1;3;TRUE
"49927";15;13;1;2;3;TRUE
"49933";15;13;1;2;8;TRUE
"49936";15;13;1;2;7;FALSE
"49939";15;13;1;2;6;TRUE
"49962";15;13;2;2;6;TRUE
"49965";15;13;2;2;5;TRUE
"49968";15;13;2;2;7;TRUE
"49971";15;13;2;2;2;TRUE
"49974";15;13;2;2;3;FALSE
"49977";15;13;2;2;8;TRUE
"49996";15;13;3;2;6;TRUE
"49999";15;13;3;2;2;TRUE
"50002";15;13;3;2;4;TRUE
"50005";15;13;3;2;1;FALSE
"50008";15;13;3;2;5;TRUE
"50011";15;13;3;2;7;TRUE
"50028";15;13;4;2;3;TRUE
"50031";15;13;4;2;7;TRUE
"50034";15;13;4;2;4;TRUE
"50037";15;13;4;2;8;FALSE
"50040";15;13;4;2;1;TRUE
"50043";15;13;4;2;2;TRUE
"50064";15;13;5;2;1;TRUE
"50067";15;13;5;2;6;TRUE
"50070";15;13;5;2;8;TRUE
"50073";15;13;5;2;5;TRUE
"50076";15;13;5;2;7;FALSE
"50079";15;13;5;2;2;TRUE
"50097";15;13;6;2;7;TRUE
"50100";15;13;6;2;4;TRUE
"50103";15;13;6;2;6;NA
"50106";15;13;6;2;8;FALSE
"50109";15;13;6;2;1;TRUE
"50112";15;13;6;2;2;TRUE
"50132";15;13;7;2;7;TRUE
"50135";15;13;7;2;5;TRUE
"50138";15;13;7;2;6;FALSE
"50141";15;13;7;2;1;TRUE
"50144";15;13;7;2;8;TRUE
"50147";15;13;7;2;3;NA
"50168";15;14;1;1;3;TRUE
"50171";15;14;1;1;1;FALSE
"50174";15;14;1;1;8;TRUE
"50177";15;14;1;1;7;TRUE
"50180";15;14;1;1;6;TRUE
"50183";15;14;1;1;4;TRUE
"50205";15;14;2;1;6;TRUE
"50208";15;14;2;1;5;TRUE
"50211";15;14;2;1;7;TRUE
"50214";15;14;2;1;2;TRUE
"50217";15;14;2;1;3;FALSE
"50220";15;14;2;1;8;TRUE
"50240";15;14;3;1;6;TRUE
"50243";15;14;3;1;2;TRUE
"50246";15;14;3;1;4;TRUE
"50249";15;14;3;1;1;TRUE
"50252";15;14;3;1;5;TRUE
"50255";15;14;3;1;7;TRUE
"50271";15;14;4;1;3;TRUE
"50274";15;14;4;1;7;TRUE
"50277";15;14;4;1;4;TRUE
"50280";15;14;4;1;8;TRUE
"50283";15;14;4;1;1;TRUE
"50286";15;14;4;1;2;TRUE
"50306";15;14;5;1;1;TRUE
"50309";15;14;5;1;6;TRUE
"50312";15;14;5;1;8;TRUE
"50315";15;14;5;1;5;TRUE
"50318";15;14;5;1;7;TRUE
"50321";15;14;5;1;2;FALSE
"50338";15;14;6;1;7;TRUE
"50341";15;14;6;1;4;TRUE
"50344";15;14;6;1;6;TRUE
"50347";15;14;6;1;8;TRUE
"50350";15;14;6;1;1;TRUE
"50353";15;14;6;1;2;TRUE
"50372";15;14;7;1;7;TRUE
"50375";15;14;7;1;5;TRUE
"50378";15;14;7;1;6;TRUE
"50381";15;14;7;1;1;TRUE
"50384";15;14;7;1;8;TRUE
"50387";15;14;7;1;3;TRUE
"50568";16;1;1;1;4;FALSE
"50571";16;1;1;1;3;TRUE
"50577";16;1;1;1;2;TRUE
"50598";16;1;2;1;4;TRUE
"50601";16;1;2;1;1;TRUE
"50607";16;1;2;1;3;TRUE
"50613";16;1;2;1;8;FALSE
"50630";16;1;3;1;6;TRUE
"50633";16;1;3;1;3;TRUE
"50636";16;1;3;1;8;FALSE
"50639";16;1;3;1;4;TRUE
"50645";16;1;3;1;1;TRUE
"50659";16;1;4;1;3;TRUE
"50662";16;1;4;1;8;TRUE
"50665";16;1;4;1;1;TRUE
"50671";16;1;4;1;6;TRUE
"50691";16;1;5;1;2;TRUE
"50694";16;1;5;1;6;FALSE
"50697";16;1;5;1;4;FALSE
"50700";16;1;5;1;3;TRUE
"50706";16;1;5;1;1;FALSE
"50721";16;1;6;1;4;FALSE
"50724";16;1;6;1;3;FALSE
"50727";16;1;6;1;7;TRUE
"50730";16;1;6;1;1;FALSE
"50736";16;1;6;1;8;FALSE
"50757";16;1;7;1;6;TRUE
"50760";16;1;7;1;7;TRUE
"50763";16;1;7;1;4;FALSE
"50766";16;1;7;1;1;TRUE
"50769";16;1;7;1;3;FALSE
"50788";16;2;1;2;4;TRUE
"50791";16;2;1;2;3;FALSE
"50797";16;2;1;2;2;FALSE
"50817";16;2;2;2;4;FALSE
"50820";16;2;2;2;1;TRUE
"50826";16;2;2;2;3;TRUE
"50847";16;2;3;2;6;TRUE
"50850";16;2;3;2;3;TRUE
"50853";16;2;3;2;8;FALSE
"50856";16;2;3;2;4;FALSE
"50862";16;2;3;2;1;TRUE
"50877";16;2;4;2;3;FALSE
"50880";16;2;4;2;8;FALSE
"50883";16;2;4;2;1;FALSE
"50886";16;2;4;2;7;FALSE
"50889";16;2;4;2;6;FALSE
"50909";16;2;5;2;2;TRUE
"50912";16;2;5;2;6;FALSE
"50915";16;2;5;2;4;TRUE
"50918";16;2;5;2;3;FALSE
"50924";16;2;5;2;1;FALSE
"50939";16;2;6;2;4;TRUE
"50942";16;2;6;2;3;FALSE
"50945";16;2;6;2;7;TRUE
"50948";16;2;6;2;1;FALSE
"50954";16;2;6;2;8;FALSE
"50974";16;2;7;2;6;FALSE
"50977";16;2;7;2;7;TRUE
"50980";16;2;7;2;4;TRUE
"50983";16;2;7;2;1;FALSE
"50986";16;2;7;2;3;FALSE
"51003";16;3;1;1;4;TRUE
"51012";16;3;1;1;2;TRUE
"51018";16;3;1;1;6;TRUE
"51037";16;3;2;1;4;TRUE
"51040";16;3;2;1;1;FALSE
"51043";16;3;2;1;7;TRUE
"51046";16;3;2;1;3;TRUE
"51069";16;3;3;1;6;TRUE
"51072";16;3;3;1;3;FALSE
"51078";16;3;3;1;4;TRUE
"51084";16;3;3;1;1;TRUE
"51103";16;3;4;1;3;FALSE
"51106";16;3;4;1;8;TRUE
"51109";16;3;4;1;1;TRUE
"51112";16;3;4;1;7;FALSE
"51115";16;3;4;1;6;TRUE
"51118";16;3;4;1;5;FALSE
"51135";16;3;5;1;2;FALSE
"51138";16;3;5;1;6;TRUE
"51141";16;3;5;1;4;TRUE
"51144";16;3;5;1;3;TRUE
"51147";16;3;5;1;5;TRUE
"51150";16;3;5;1;1;FALSE
"51167";16;3;6;1;4;TRUE
"51170";16;3;6;1;3;TRUE
"51173";16;3;6;1;7;TRUE
"51176";16;3;6;1;1;FALSE
"51179";16;3;6;1;5;TRUE
"51182";16;3;6;1;8;FALSE
"51199";16;3;7;1;5;FALSE
"51202";16;3;7;1;6;FALSE
"51205";16;3;7;1;7;TRUE
"51208";16;3;7;1;4;FALSE
"51211";16;3;7;1;1;FALSE
"51214";16;3;7;1;3;TRUE
"51232";16;4;1;2;4;TRUE
"51235";16;4;1;2;3;FALSE
"51241";16;4;1;2;2;TRUE
"51330";16;4;1;2;4;FALSE
"51333";16;4;1;2;3;TRUE
"51339";16;4;1;2;2;FALSE
"51264";16;4;2;2;4;FALSE
"51267";16;4;2;2;1;TRUE
"51270";16;4;2;2;7;FALSE
"51273";16;4;2;2;3;FALSE
"51276";16;4;2;2;5;FALSE
"51362";16;4;2;2;4;TRUE
"51365";16;4;2;2;1;TRUE
"51368";16;4;2;2;7;TRUE
"51371";16;4;2;2;3;TRUE
"51374";16;4;2;2;5;FALSE
"51301";16;4;3;2;3;TRUE
"51307";16;4;3;2;4;TRUE
"51310";16;4;3;2;5;TRUE
"51397";16;4;3;2;3;TRUE
"51403";16;4;3;2;4;TRUE
"51406";16;4;3;2;5;FALSE
"51409";16;4;3;2;1;TRUE
"51426";16;4;4;2;3;TRUE
"51432";16;4;4;2;1;TRUE
"51435";16;4;4;2;7;FALSE
"51441";16;4;4;2;5;TRUE
"51457";16;4;5;2;2;TRUE
"51460";16;4;5;2;6;TRUE
"51463";16;4;5;2;4;FALSE
"51466";16;4;5;2;3;TRUE
"51469";16;4;5;2;5;TRUE
"51472";16;4;5;2;1;TRUE
"51491";16;4;6;2;4;FALSE
"51494";16;4;6;2;3;FALSE
"51497";16;4;6;2;7;FALSE
"51500";16;4;6;2;1;FALSE
"51503";16;4;6;2;5;TRUE
"51525";16;4;7;2;5;TRUE
"51528";16;4;7;2;6;FALSE
"51531";16;4;7;2;7;TRUE
"51534";16;4;7;2;4;FALSE
"51537";16;4;7;2;1;TRUE
"51540";16;4;7;2;3;TRUE
"51557";16;5;1;1;4;TRUE
"51560";16;5;1;1;3;TRUE
"51566";16;5;1;1;2;FALSE
"51569";16;5;1;1;5;FALSE
"51591";16;5;2;1;4;FALSE
"51594";16;5;2;1;1;TRUE
"51600";16;5;2;1;3;FALSE
"51603";16;5;2;1;5;FALSE
"51623";16;5;3;1;6;TRUE
"51626";16;5;3;1;3;FALSE
"51629";16;5;3;1;8;FALSE
"51632";16;5;3;1;4;FALSE
"51635";16;5;3;1;5;TRUE
"51638";16;5;3;1;1;TRUE
"51655";16;5;4;1;3;FALSE
"51658";16;5;4;1;8;FALSE
"51661";16;5;4;1;1;FALSE
"51664";16;5;4;1;7;FALSE
"51667";16;5;4;1;6;TRUE
"51670";16;5;4;1;5;FALSE
"51684";16;5;5;1;2;FALSE
"51687";16;5;5;1;6;FALSE
"51690";16;5;5;1;4;TRUE
"51693";16;5;5;1;3;TRUE
"51696";16;5;5;1;5;FALSE
"51699";16;5;5;1;1;TRUE
"51717";16;5;6;1;4;TRUE
"51720";16;5;6;1;3;FALSE
"51723";16;5;6;1;7;FALSE
"51726";16;5;6;1;1;FALSE
"51729";16;5;6;1;5;TRUE
"51732";16;5;6;1;8;FALSE
"51749";16;5;7;1;5;FALSE
"51752";16;5;7;1;6;FALSE
"51755";16;5;7;1;7;TRUE
"51758";16;5;7;1;4;FALSE
"51761";16;5;7;1;1;TRUE
"51764";16;5;7;1;3;FALSE
"51781";16;6;1;2;4;TRUE
"51784";16;6;1;2;3;FALSE
"51790";16;6;1;2;2;FALSE
"51793";16;6;1;2;5;FALSE
"51813";16;6;2;2;4;TRUE
"51816";16;6;2;2;1;TRUE
"51819";16;6;2;2;7;TRUE
"51822";16;6;2;2;3;TRUE
"51825";16;6;2;2;5;FALSE
"51828";16;6;2;2;8;FALSE
"51848";16;6;3;2;3;TRUE
"51851";16;6;3;2;8;FALSE
"51854";16;6;3;2;4;TRUE
"51857";16;6;3;2;5;FALSE
"51860";16;6;3;2;1;TRUE
"51874";16;6;4;2;3;TRUE
"51877";16;6;4;2;8;TRUE
"51880";16;6;4;2;1;TRUE
"51883";16;6;4;2;7;FALSE
"51889";16;6;4;2;5;TRUE
"51908";16;6;5;2;2;TRUE
"51911";16;6;5;2;6;FALSE
"51914";16;6;5;2;4;FALSE
"51917";16;6;5;2;3;TRUE
"51920";16;6;5;2;5;TRUE
"51923";16;6;5;2;1;TRUE
"51941";16;6;6;2;4;TRUE
"51944";16;6;6;2;3;TRUE
"51947";16;6;6;2;7;TRUE
"51950";16;6;6;2;1;TRUE
"51953";16;6;6;2;5;TRUE
"51956";16;6;6;2;8;FALSE
"51973";16;6;7;2;5;FALSE
"51976";16;6;7;2;6;FALSE
"51979";16;6;7;2;7;TRUE
"51982";16;6;7;2;4;TRUE
"51985";16;6;7;2;1;TRUE
"51988";16;6;7;2;3;TRUE
"52008";16;7;1;1;4;FALSE
"52011";16;7;1;1;3;TRUE
"52017";16;7;1;1;2;FALSE
"52020";16;7;1;1;5;FALSE
"52023";16;7;1;1;6;FALSE
"52038";16;7;2;1;4;FALSE
"52041";16;7;2;1;1;TRUE
"52047";16;7;2;1;3;TRUE
"52050";16;7;2;1;5;TRUE
"52069";16;7;3;1;6;TRUE
"52072";16;7;3;1;3;FALSE
"52078";16;7;3;1;4;NA
"52081";16;7;3;1;5;FALSE
"52084";16;7;3;1;1;TRUE
"52101";16;7;4;1;3;TRUE
"52107";16;7;4;1;1;TRUE
"52110";16;7;4;1;7;FALSE
"52113";16;7;4;1;6;NA
"52116";16;7;4;1;5;FALSE
"52135";16;7;5;1;2;FALSE
"52138";16;7;5;1;6;TRUE
"52141";16;7;5;1;4;TRUE
"52144";16;7;5;1;3;FALSE
"52147";16;7;5;1;5;TRUE
"52150";16;7;5;1;1;FALSE
"52166";16;7;6;1;4;FALSE
"52169";16;7;6;1;3;FALSE
"52172";16;7;6;1;7;FALSE
"52175";16;7;6;1;1;FALSE
"52178";16;7;6;1;5;FALSE
"52197";16;7;7;1;5;FALSE
"52200";16;7;7;1;6;FALSE
"52203";16;7;7;1;7;TRUE
"52206";16;7;7;1;4;FALSE
"52209";16;7;7;1;1;TRUE
"52212";16;7;7;1;3;TRUE
"52229";16;8;1;2;4;FALSE
"52232";16;8;1;2;3;TRUE
"52238";16;8;1;2;2;FALSE
"52263";16;8;2;2;4;FALSE
"52266";16;8;2;2;1;TRUE
"52272";16;8;2;2;3;FALSE
"52275";16;8;2;2;5;TRUE
"52293";16;8;3;2;6;TRUE
"52296";16;8;3;2;3;TRUE
"52302";16;8;3;2;4;FALSE
"52305";16;8;3;2;5;FALSE
"52308";16;8;3;2;1;TRUE
"52327";16;8;4;2;3;FALSE
"52333";16;8;4;2;1;TRUE
"52336";16;8;4;2;7;FALSE
"52339";16;8;4;2;6;FALSE
"52342";16;8;4;2;5;TRUE
"52359";16;8;5;2;2;FALSE
"52362";16;8;5;2;6;TRUE
"52365";16;8;5;2;4;TRUE
"52368";16;8;5;2;3;FALSE
"52371";16;8;5;2;5;TRUE
"52374";16;8;5;2;1;FALSE
"52390";16;8;6;2;4;TRUE
"52393";16;8;6;2;3;FALSE
"52396";16;8;6;2;7;TRUE
"52399";16;8;6;2;1;FALSE
"52402";16;8;6;2;5;FALSE
"52421";16;8;7;2;5;FALSE
"52424";16;8;7;2;6;TRUE
"52427";16;8;7;2;7;TRUE
"52430";16;8;7;2;4;TRUE
"52433";16;8;7;2;1;FALSE
"52436";16;8;7;2;3;TRUE
"52455";16;9;1;1;4;FALSE
"52458";16;9;1;1;3;TRUE
"52461";16;9;1;1;8;FALSE
"52464";16;9;1;1;2;FALSE
"52487";16;9;2;1;4;TRUE
"52490";16;9;2;1;1;TRUE
"52493";16;9;2;1;7;TRUE
"52496";16;9;2;1;3;FALSE
"52499";16;9;2;1;5;FALSE
"52502";16;9;2;1;8;TRUE
"52522";16;9;3;1;6;FALSE
"52525";16;9;3;1;3;TRUE
"52528";16;9;3;1;8;FALSE
"52531";16;9;3;1;4;FALSE
"52534";16;9;3;1;5;FALSE
"52537";16;9;3;1;1;TRUE
"52555";16;9;4;1;3;TRUE
"52558";16;9;4;1;8;TRUE
"52561";16;9;4;1;1;FALSE
"52564";16;9;4;1;7;FALSE
"52567";16;9;4;1;6;FALSE
"52570";16;9;4;1;5;FALSE
"52589";16;9;5;1;2;TRUE
"52592";16;9;5;1;6;TRUE
"52595";16;9;5;1;4;FALSE
"52598";16;9;5;1;3;TRUE
"52601";16;9;5;1;5;TRUE
"52604";16;9;5;1;1;FALSE
"52617";16;9;6;1;4;TRUE
"52620";16;9;6;1;3;TRUE
"52623";16;9;6;1;7;TRUE
"52626";16;9;6;1;1;FALSE
"52629";16;9;6;1;5;TRUE
"52632";16;9;6;1;8;FALSE
"52650";16;9;7;1;5;FALSE
"52653";16;9;7;1;6;FALSE
"52656";16;9;7;1;7;FALSE
"52659";16;9;7;1;4;TRUE
"52662";16;9;7;1;1;FALSE
"52665";16;9;7;1;3;FALSE
"52684";16;10;1;2;4;TRUE
"52687";16;10;1;2;3;FALSE
"52693";16;10;1;2;2;FALSE
"52716";16;10;2;2;4;TRUE
"52719";16;10;2;2;1;FALSE
"52722";16;10;2;2;7;FALSE
"52725";16;10;2;2;3;TRUE
"52728";16;10;2;2;5;FALSE
"52744";16;10;3;2;6;TRUE
"52747";16;10;3;2;3;TRUE
"52753";16;10;3;2;4;FALSE
"52756";16;10;3;2;5;FALSE
"52759";16;10;3;2;1;TRUE
"52777";16;10;4;2;3;TRUE
"52780";16;10;4;2;8;TRUE
"52783";16;10;4;2;1;TRUE
"52786";16;10;4;2;7;FALSE
"52789";16;10;4;2;6;FALSE
"52792";16;10;4;2;5;FALSE
"52811";16;10;5;2;2;FALSE
"52814";16;10;5;2;6;FALSE
"52817";16;10;5;2;4;FALSE
"52820";16;10;5;2;3;TRUE
"52823";16;10;5;2;5;TRUE
"52826";16;10;5;2;1;FALSE
"52844";16;10;6;2;4;FALSE
"52847";16;10;6;2;3;FALSE
"52850";16;10;6;2;7;TRUE
"52853";16;10;6;2;1;TRUE
"52856";16;10;6;2;5;TRUE
"52859";16;10;6;2;8;NA
"52879";16;10;7;2;5;TRUE
"52882";16;10;7;2;6;FALSE
"52885";16;10;7;2;7;FALSE
"52888";16;10;7;2;4;FALSE
